 ,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24
scen2096,0,0,0,0,0,0,0,14.302,70.027,636.915,870.074,1121.873,1308.478,1155.378,920.878,992.216,838.726,480.982,215.897,122.906,0,0,0,0
scen2097,0,0,0,0,0,0,0.327,39.222,123.372,876.202,1254.158,844.47,1136.066,1316.325,1259.293,932.347,681.004,493.577,175.235,109.74,0,0,0,0
scen2098,0,0,0,0,0,0,0.736,24.99,67.559,588.084,779.454,1096.104,921.59,1328.359,1071.992,948.9,756.587,437.33,182.496,153.165,0,0,0,0
scen2099,0,0,0,0,0,0,0,32.842,148.542,981.605,750.79,860.844,909.298,1271.995,1379.701,1041.557,724.306,422.96,196.134,113.296,0,0,0,0
scen2100,0,0,0,0,0,0,0,21.328,58.566,481.347,1262.112,1003.811,1275.508,1399.38,1212.441,1116.41,731.555,381.285,264.994,127.056,0,0,0,0
scen2101,0,0,0,0,0,0,0.071,14.748,186.429,755.655,917.125,760.252,1279.027,944.182,1155.148,1115.544,659.204,455.75,160.665,108.714,0,0,0,0
scen2102,0,0,0,0,0,0,0,5.812,15.69,776.967,931.166,1068.346,1236.96,1311.464,1466.813,1113.188,813.07,444.325,222.578,143.715,0,0,0,0
scen2103,0,0,0,0,0,0,0,20.156,31.154,536.906,683.134,931.562,701.469,1085.671,1171.262,966.195,771.311,478.303,184.148,98.074,0,0,0,0
scen2104,0,0,0,0,0,0,0,20.131,113.682,695.599,1023.47,936.649,1136.753,1120.93,830.91,818.334,836.561,395.753,186.795,133.836,0,0,0,0
scen2105,0,0,0,0,0,0,0.588,12.769,44.27,660.155,1188.119,966.383,1121.498,1116.951,1080.606,1014.652,700.71,486.131,188.256,107.988,0,0,0,0
scen2106,0,0,0,0,0,0,0,4.283,178.76,515.376,602.143,993.313,1074.562,1299.565,941.695,805.282,802.222,484.54,164.855,105.351,0,0,0,0
scen2107,0,0,0,0,0,0,0.02,23.959,102.369,512.998,695.266,1297.226,1233.515,1389.56,999.896,1040.247,667.894,458.999,189.95,111.374,0,0,0,0
scen2108,0,0,0,0,0,0,0.712,24.716,123.651,788.801,1432.796,1076.803,784.673,830.24,1289.839,1010.93,767.305,468.211,161.885,116.683,0,0,0,0
scen2109,0,0,0,0,0,0,1.369,0,173.201,384.635,869.398,1039.52,721.656,1134.939,1290.928,874.817,722.712,441.27,204.398,141.509,0,0,0,0
scen2110,0,0,0,0,0,0,0.182,16.119,178.673,680.506,829.282,620.657,1142.618,1345.135,1203.862,746.326,702.368,440.522,166.659,123.348,0,0,0,0
scen2111,0,0,0,0,0,0,0.385,6.293,140.377,788.105,1191.371,893.892,1448.164,1046.799,1026.739,1065.801,879.031,423.997,203.273,105.195,0,0,0,0
scen2112,0,0,0,0,0,0,0.379,23.049,162.384,566.077,883.446,524.76,868.338,1532.087,1028.339,1084.944,719.16,461.375,192.245,134.836,0,0,0,0
scen2113,0,0,0,0,0,0,0.928,34.69,150.266,770.392,526.732,957.828,860.424,1039.53,1073.124,955.641,752.691,413.855,204.471,138.455,0,0,0,0
scen2114,0,0,0,0,0,0,0,7.844,134.512,610.289,1042.756,1033.283,1138.928,1525.503,873.213,1087.21,760.62,441.376,195.443,136.279,0,0,0,0
scen2115,0,0,0,0,0,0,0.891,10.585,140.697,562.135,1264.415,1317.625,1171.994,1233.163,1090.035,1026.799,782.104,477.095,192.03,127.225,0,0,0,0
scen2116,0,0,0,0,0,0,0,11.225,0,698.371,540.443,1265.227,1213.011,1386.629,1059.994,970.631,676.038,484.597,164.75,109.402,0,0,0,0
scen2117,0,0,0,0,0,0,0,38.188,85.683,662.275,912.566,1135.074,944.978,1462.997,1267.726,987.323,717.93,471.268,233.264,130.697,0,0,0,0
scen2118,0,0,0,0,0,0,0.17,24.962,51.903,842.375,795.829,991.127,1056.985,1252.601,1081.554,600.765,808.123,508.373,192.91,117.006,0,0,0,0
scen2119,0,0,0,0,0,0,0,28.86,110.615,542.959,1157.021,1104.364,600.358,1100.621,1149.239,874.818,806.4,519.112,175.144,133.069,0,0,0,0
scen2120,0,0,0,0,0,0,0,25.733,110.854,574.604,974.367,464.22,1247.427,742.72,1190.833,937.741,785.929,319.203,173.938,150.125,0,0,0,0
scen2121,0,0,0,0,0,0,0,5.889,160.989,597.633,986.423,921.011,1587.414,1404.295,1019.662,902.715,794.555,419.949,191.593,129.515,0,0,0,0
scen2122,0,0,0,0,0,0,1.258,13.823,120.395,643.697,775.656,1007.968,1098.751,1548.835,1032.534,1001.906,772.351,471.233,196.599,127.026,0,0,0,0
scen2123,0,0,0,0,0,0,0.944,14.902,63.271,788.45,610.339,1092.874,855.105,1020.062,887.045,1042.355,671.01,457.803,180.509,126.905,0,0,0,0
scen2124,0,0,0,0,0,0,1.191,27.31,64.759,609.608,970.355,1197.974,981.417,1138.559,996.423,759.626,603.657,496.274,186.915,120.965,0,0,0,0
scen2125,0,0,0,0,0,0,0,13.615,61.429,821.433,1038.571,1308.035,1062.055,942.989,814.948,1103.632,653.97,435.323,165.982,130.106,0,0,0,0
scen2126,0,0,0,0,0,0,0,15.799,72.477,640.651,679.603,1554.902,1019.762,1629.827,928.895,888.824,804.997,446.516,192.126,128.675,0,0,0,0
scen2127,0,0,0,0,0,0,0,15.536,93.694,649.281,1174.537,1229.351,919.781,1491.341,1068.934,725.756,847.311,497.538,189.5,122.832,0,0,0,0
scen2128,0,0,0,0,0,0,0.633,0.57,73.132,752.122,863.898,1306.334,1162.777,1275.461,1267.189,1127.4,754.15,457.41,164.842,128.897,0,0,0,0
scen2129,0,0,0,0,0,0,0,17.814,137.137,564.75,447.142,1282.007,888.216,1313.107,760.558,911.837,721.159,432.542,178.824,119.053,0,0,0,0
scen2130,0,0,0,0,0,0,0.534,35.266,154.333,512.048,951.05,1064.653,1318.269,1292.021,1042.007,1082.311,891.502,399.559,174.583,127.943,0,0,0,0
scen2131,0,0,0,0,0,0,0,1.31,218.051,923.446,1330.29,997.726,900.871,1161.859,1257.968,1050.105,699.989,436.656,188.176,122.49,0,0,0,0
scen2132,0,0,0,0,0,0,0.042,20.881,54.881,717.175,435.118,1157.289,1068.38,1032.074,1175.369,954.135,807.584,525.204,202.821,137.532,0,0,0,0
scen2133,0,0,0,0,0,0,0,6.631,86.627,845.46,785.869,1243.823,750.932,1326.816,864.095,1128.519,847.944,394.405,197.054,132.94,0,0,0,0
scen2134,0,0,0,0,0,0,0.134,44.657,174.432,811.25,919.507,1520.939,1104.611,1371.645,1500.438,1241.063,695.38,374.837,192.225,106.082,0,0,0,0
scen2135,0,0,0,0,0,0,0,24.378,142.049,822.684,469.303,867.712,1466.026,1068.358,1091.887,832.01,682.973,484.403,177.884,136.151,0,0,0,0
scen2136,0,0,0,0,0,0,0,8.052,123.563,511.498,797.577,1086.766,1142.125,1035.514,1059.384,914.988,650.765,445.03,158.714,113.183,0,0,0,0
scen2137,0,0,0,0,0,0,0,36.574,69.41,776.165,1150.58,1308.347,1181.891,1559.818,1254.791,815.407,837.644,481.518,153.417,110.248,0,0,0,0
scen2138,0,0,0,0,0,0,0.381,10.777,100.495,663.939,1288.29,1161.329,950.539,1322.556,1249.689,1002.305,787.9,502.272,165.523,131.907,0,0,0,0
scen2139,0,0,0,0,0,0,0,37.665,132.696,751.437,835.26,1460.917,984.189,1156.766,1164.479,885.148,762.662,449.489,167.761,129.035,0,0,0,0
scen2140,0,0,0,0,0,0,0,14.978,22.464,704.717,843.003,1490.962,1285.182,866.754,1035.842,1009.373,831.816,419.455,205.624,133.748,0,0,0,0
scen2141,0,0,0,0,0,0,0.389,51.657,85.493,647.063,1402.596,1038.183,1491.034,951.143,1136.179,1090.955,832.051,396.797,163.09,104.219,0,0,0,0
scen2142,0,0,0,0,0,0,0,19.714,87.641,485.935,1166.833,1460.576,869.969,1314.334,1014.455,1173.911,768.556,450.165,205.389,127.518,0,0,0,0
scen2143,0,0,0,0,0,0,0.425,12.334,210.708,607.405,852.382,759.876,1379.423,1358.316,1262.191,851.282,771.438,458.753,187.604,107.856,0,0,0,0
scen2144,0,0,0,0,0,0,0.046,18.242,68.874,559.044,862.99,750.593,1010.354,810.708,1201.73,1107.27,769.004,459.75,168.15,143.411,0,0,0,0
scen2145,0,0,0,0,0,0,0.365,28.508,133.414,969.15,1129.913,1043.012,1296.008,1247.331,1147.645,964.823,722.124,478.258,193.702,135.634,0,0,0,0
scen2146,0,0,0,0,0,0,0,4.034,112.078,620.168,599.899,255.726,1087.767,1218.212,1172.111,920.005,861.175,470.418,184.583,121.962,0,0,0,0
scen2147,0,0,0,0,0,0,0,14.962,209.276,935.98,893.242,1056.353,988.85,986.081,1038.526,806.797,712.216,449.012,173.05,132.193,0,0,0,0
scen2148,0,0,0,0,0,0,0.958,6.791,34.539,744.934,969.484,854.545,1058.095,1380.757,1049.544,1267.149,793.56,431.913,209.368,137.029,0,0,0,0
scen2149,0,0,0,0,0,0,0,36.867,249.657,576.902,1043.179,1299.188,1315.558,1427.863,972.355,835.18,804.514,535.17,173.142,131.124,0,0,0,0
scen2150,0,0,0,0,0,0,0.166,37.357,94.772,608.924,1022.984,1249.074,1128.375,1450.44,985.152,1014.657,672.093,452.328,167.85,110.172,0,0,0,0
scen2151,0,0,0,0,0,0,0.068,12.347,95.646,845.464,1064.567,912.609,1098.732,1095.128,1088.608,841.405,759.964,349.326,185.218,116.45,0,0,0,0
scen2152,0,0,0,0,0,0,0,5.55,85.655,731.642,885.273,882.655,836.298,792.506,883.11,999.807,692.29,396.813,162.802,148.083,0,0,0,0
scen2153,0,0,0,0,0,0,0.264,17.79,81.307,827.619,773.336,1085.931,1399.039,1146.105,1198.291,1056.097,743.951,426.553,182.238,134.171,0,0,0,0
scen2154,0,0,0,0,0,0,0,36.933,0,615.509,1295.062,532.751,1336.968,1303.553,1011.69,956.631,909.897,498.692,221.144,157.193,0,0,0,0
scen2155,0,0,0,0,0,0,0,8.553,143.38,482.032,987.316,1060.996,740.247,1584.944,1328.345,1054.145,768.366,435.517,186.539,118.12,0,0,0,0
scen2156,0,0,0,0,0,0,0.236,37.471,131.416,783.769,639.256,852.643,836.338,1253.255,1000.662,1066.228,896.492,491.986,143.202,117.759,0,0,0,0
scen2157,0,0,0,0,0,0,0,21.304,147.282,741.681,983.605,888.466,981.575,908.799,1183.067,1121.134,737.396,481.586,181.67,123.345,0,0,0,0
scen2158,0,0,0,0,0,0,0.356,12.549,142.554,805.865,689.891,1087.057,1017.007,628.813,953.869,955.209,698.864,513.581,194.666,120.776,0,0,0,0
scen2159,0,0,0,0,0,0,1.194,6.897,192.315,495.967,974.23,1004.904,1257.51,1533.502,1129.807,711.066,855.73,445.922,202.007,131.609,0,0,0,0
scen2160,0,0,0,0,0,0,0,17.557,128.909,609.691,1206.39,1034.858,945.344,1378.557,1041.424,1071.554,792.13,423.869,153.267,101.505,0,0,0,0
scen2161,0,0,0,0,0,0,0,8.475,259.699,595.336,1025.097,1044.758,1187.932,911.213,1374.279,876.814,735.963,518.575,156.893,129.012,0,0,0,0
scen2162,0,0,0,0,0,0,0,28.047,90.286,469.86,863.394,241.198,598.683,917.094,668.307,974.24,515.079,408.265,171.12,135.527,0,0,0,0
scen2163,0,0,0,0,0,0,0,23.077,165.255,998.746,885.236,785.373,1595.455,1029.185,1371.558,1119.006,744.071,423.37,190.709,113.647,0,0,0,0
scen2164,0,0,0,0,0,0,0.919,15.123,0,661.735,1187.759,1050.405,1129.996,1518.042,972.147,938.715,757.073,437.688,181.73,108.261,0,0,0,0
scen2165,0,0,0,0,0,0,0.76,36.021,121.104,943.791,717.971,1007.357,944.086,1246.055,1029.156,1043.509,760.929,453.861,156.257,131.217,0,0,0,0
scen2166,0,0,0,0,0,0,0,24.095,64.972,603.82,1077.52,840.848,650.186,1182.263,1104.192,1086.926,829.532,430.294,194.484,136.693,0,0,0,0
scen2167,0,0,0,0,0,0,0,32.014,68.766,806.595,1252.411,1090.367,1596.306,882.302,1641.539,968.73,750.175,485.076,193.22,126.161,0,0,0,0
scen2168,0,0,0,0,0,0,0.366,39.881,0,878.103,1338.31,1319.974,876.99,1176.521,961.82,1023.724,763.223,459.669,177.324,128.718,0,0,0,0
scen2169,0,0,0,0,0,0,0.011,13.316,113.906,575.544,960.082,1007.113,1614.905,1036.541,1023.058,864.995,645.242,523.162,172.856,129.484,0,0,0,0
scen2170,0,0,0,0,0,0,0,16.656,67.505,734.009,733.959,868.175,1238.255,1098.878,739.806,765.687,791.819,457.671,154.864,128.793,0,0,0,0
scen2171,0,0,0,0,0,0,0.231,0,159.22,711.479,836.244,989.928,1029.105,1439.715,1239.262,790.966,799.966,437.666,185.062,122.339,0,0,0,0
scen2172,0,0,0,0,0,0,0,13.006,93.502,604.178,1171.903,991.973,1062.198,982.964,1095.107,906.876,709.898,482.272,215.227,144.113,0,0,0,0
scen2173,0,0,0,0,0,0,0,27.068,166.456,842.864,387.215,731.912,984.563,1157.071,1172.4,1042.867,850.59,424.289,166.219,116.992,0,0,0,0
scen2174,0,0,0,0,0,0,0,11.333,133.112,552.232,1017.146,1015.009,1004.159,745.251,1092.625,1120.145,760.846,462.844,190.767,153.878,0,0,0,0
scen2175,0,0,0,0,0,0,0.184,17.055,142.834,787.572,1079.035,1621.421,1184.007,1301.627,1092.594,968.527,728.876,496.121,148.11,113.452,0,0,0,0
scen2176,0,0,0,0,0,0,1.083,21.07,165.51,946.3,1080.532,1106.029,956.956,1342.963,895.588,760.542,791.245,361.117,172.798,127.187,0,0,0,0
scen2177,0,0,0,0,0,0,0,30.206,195.573,736.651,649.761,1093.519,1088.732,1324.413,1002.38,1093.959,700.74,443.987,161.566,141.95,0,0,0,0
scen2178,0,0,0,0,0,0,0,2.569,13.96,581.13,969.839,1184.72,1425.819,913.084,1107.979,1110.102,737.922,455.546,177.336,137.216,0,0,0,0
scen2179,0,0,0,0,0,0,0.425,47.83,64.732,705.295,1211.424,1254.406,1103.45,923.982,1158.503,1001.634,836.072,453.894,190.978,119.362,0,0,0,0
scen2180,0,0,0,0,0,0,0,14.954,71.533,765.379,663.754,1159.79,893.27,1241.467,1287.909,974.832,806.186,508.873,178.561,130.137,0,0,0,0
scen2181,0,0,0,0,0,0,0.247,28.041,99.793,950.004,861.727,849.802,1137.822,1462.283,1267.552,988.114,794.848,514.593,147.644,134.266,0,0,0,0
scen2182,0,0,0,0,0,0,0,24.765,95.801,511.573,1269.19,802.619,625.42,1465.782,987.425,975.331,730.288,440.216,158.854,129.29,0,0,0,0
scen2183,0,0,0,0,0,0,0,53.479,307.5,829.816,544.622,1875.493,1201.264,1286.107,929.859,1135.942,750.929,472.28,188.498,127.604,0,0,0,0
scen2184,0,0,0,0,0,0,0,22.677,79.653,691.326,956.918,1375.907,1353.019,1297.095,1155.416,936.974,759.805,418.944,211.21,123.672,0,0,0,0
scen2185,0,0,0,0,0,0,0,50.431,173.417,704.52,716.51,793.426,1127.392,1454.296,1312.142,1034.9,762.648,449.488,162.278,145.216,0,0,0,0
scen2186,0,0,0,0,0,0,0.445,15.268,91.89,701.003,954.891,924.383,1147.984,921.427,939.805,894.843,778.676,490.635,133.414,138.133,0,0,0,0
scen2187,0,0,0,0,0,0,0.96,14.542,112.57,745.991,1075.496,1306.863,1242.619,1283.282,1005.346,791.443,831.645,429.522,209.074,132.428,0,0,0,0
scen2188,0,0,0,0,0,0,0.286,21.469,200.123,855.544,946.957,975.441,969.084,1190.679,976.07,846.992,784.095,445.27,197.008,118.39,0,0,0,0
scen2189,0,0,0,0,0,0,0,23.466,94.621,966.903,989.037,1205.945,1386.601,1470.791,1039.255,1042.336,809.573,404.188,198.642,139.255,0,0,0,0
scen2190,0,0,0,0,0,0,0.819,46.635,89.516,855.703,816.672,1082.982,1301.152,1377.338,1466.924,937.073,711.129,476.606,142.493,128.813,0,0,0,0
scen2191,0,0,0,0,0,0,0,24.714,198.585,495.282,1267.849,1111.879,610.157,1236.496,1332.042,1092.156,551.707,433.736,204.951,112.572,0,0,0,0
scen2192,0,0,0,0,0,0,0,7.086,130.06,542.501,719.718,1074.469,1221.871,1029.215,889.514,976.871,822.638,423.213,192.285,123.457,0,0,0,0
scen2193,0,0,0,0,0,0,0,47.228,60.013,674.886,1410.162,1258.663,1308.813,1164.198,922.395,1007.275,789.004,487.583,187.084,107.209,0,0,0,0
scen2194,0,0,0,0,0,0,0.337,8.447,130.795,663.053,725.837,1111.234,633.178,820.261,1310.47,1043.607,855.455,453.422,183.027,114.516,0,0,0,0
scen2195,0,0,0,0,0,0,0.32,8.908,89.611,633.376,602.011,1395.234,994.341,656.011,890.484,982.511,664.198,399.44,201.032,111.061,0,0,0,0
scen2196,0,0,0,0,0,0,0,17.171,125.082,433.335,747.647,849.747,1034.242,1125.078,1295.667,1124.026,862.707,434.23,173.967,127.697,0,0,0,0
scen2197,0,0,0,0,0,0,0,2.388,130.948,750.029,1164.424,1458.84,853.833,989.603,998.581,824.794,794.036,460.716,207.49,106.636,0,0,0,0
scen2198,0,0,0,0,0,0,0,10.53,222.713,591.52,875.203,1251.882,1274.216,603.177,894.578,939.692,719.298,475.503,202.113,111.162,0,0,0,0
scen2199,0,0,0,0,0,0,0,18.252,153.497,657.857,611.821,912.721,1020.757,942.206,1241.402,1024.874,801.282,434.296,179.572,129.249,0,0,0,0
scen2200,0,0,0,0,0,0,0.5,20.289,39.56,507.86,1414.431,677.292,1107.756,898.954,1317.424,1034.288,702.234,496.688,181.287,129.02,0,0,0,0
scen2201,0,0,0,0,0,0,0,20.077,0.821,289.053,951.75,1098.773,1265.318,1168.503,1204.793,996.17,741.923,531.563,202.154,122.252,0,0,0,0
scen2202,0,0,0,0,0,0,0.152,32.233,112.632,700.734,881.814,974.035,814.177,1370.508,1039.305,1076.049,746.174,453.796,155.243,118.322,0,0,0,0
scen2203,0,0,0,0,0,0,0,43.096,107.334,927.272,1062.742,1243.534,1228.711,1217.543,1279.781,975.204,740.423,441.808,181.915,122.887,0,0,0,0
scen2204,0,0,0,0,0,0,0,25.712,146.309,622.061,837.262,1083.294,1307.77,1049.894,1194.823,1080.111,729.702,387.304,190.6,98.32,0,0,0,0
scen2205,0,0,0,0,0,0,0,41.402,44.015,1031.232,866.044,1040.691,1156.795,1480.93,1306.369,1126.618,761.778,468.698,206.005,146.18,0,0,0,0
scen2206,0,0,0,0,0,0,0.159,11.306,149.322,760.295,1183.017,820.308,911.348,1293.855,750.097,926.024,875.462,427.651,183.181,135.488,0,0,0,0
scen2207,0,0,0,0,0,0,0.669,23.058,90.677,678.559,1006.531,909.424,943.079,901.982,1491.545,1055.241,736.822,455.765,188.578,121.47,0,0,0,0
scen2208,0,0,0,0,0,0,0.248,13.025,156.98,541.959,795.908,870.045,1175.215,1259.222,1104.406,804.52,557.7,463.676,200.09,117.422,0,0,0,0
scen2209,0,0,0,0,0,0,0.544,9.287,210.906,939.531,972.487,1050.496,1268.759,1126.7,1018.363,1205.293,681.129,446.282,164.02,137.245,0,0,0,0
scen2210,0,0,0,0,0,0,0,27.252,55.002,775.464,706.483,695.012,1313.819,1193.17,1134.953,1169.555,770.571,465.598,200.811,112.716,0,0,0,0
scen2211,0,0,0,0,0,0,0.105,18.576,116.195,675.083,1129.67,992.275,924.184,1267.727,1190.68,855.004,755.908,475.585,178.697,145.415,0,0,0,0
scen2212,0,0,0,0,0,0,0,21.444,132.202,663.363,1178.28,878.539,964.384,1042.167,1123.86,1044.716,787.41,462.272,185.456,108.816,0,0,0,0
scen2213,0,0,0,0,0,0,0,5.396,66.078,733.439,1083.238,1602.435,1062.577,873.783,1284.363,943.863,736.067,457.552,175.124,118.85,0,0,0,0
scen2214,0,0,0,0,0,0,0,9.864,135.462,800.091,1184.062,952.98,810.799,1083.302,927.6,837.457,720.094,488.682,188.399,126.718,0,0,0,0
scen2215,0,0,0,0,0,0,0,0.639,113.705,643.975,422.78,1450.864,1365.016,1137.14,1028.379,969.093,786.175,489.186,175.108,99.697,0,0,0,0
scen2216,0,0,0,0,0,0,0.994,20.88,123.025,453.132,774.233,829.147,1643.833,1429.856,893.2,1040.886,817.763,457.583,151.218,132.182,0,0,0,0
scen2217,0,0,0,0,0,0,0.44,5.323,235.946,510.11,1101.545,1314.143,1402.814,1085.423,1066.299,960.937,824.419,402.185,178.056,111.7,0,0,0,0
scen2218,0,0,0,0,0,0,0,10.91,72.458,590.044,1188.988,666.141,1041.058,1366.777,1057.169,999.558,707.972,489.226,166.58,121.289,0,0,0,0
scen2219,0,0,0,0,0,0,0,0,122.667,728.477,962.95,1000.558,1311.082,1704.653,1180.931,1215.364,847.459,459.174,167.814,118.216,0,0,0,0
scen2220,0,0,0,0,0,0,0.806,18.31,195.652,648.715,1274.132,1124.442,827.112,923.128,932.595,1177.404,753.95,384.294,215.6,137.633,0,0,0,0
scen2221,0,0,0,0,0,0,0.434,27.004,171.847,721.243,1539.95,751.404,1394.216,906.331,917.627,938.101,729.048,507.379,187.006,112.425,0,0,0,0
scen2222,0,0,0,0,0,0,0.973,37.337,105.425,462.224,920.378,845.997,1145.153,1059.042,1006.273,1241.576,741.58,476.64,225.637,132.769,0,0,0,0
scen2223,0,0,0,0,0,0,0,26.659,215.79,788.092,1168.243,1319.446,1391.661,1208.158,1220.933,1018.285,675.703,465.167,199.643,130.641,0,0,0,0
scen2224,0,0,0,0,0,0,0,6.112,188.767,865.267,1003.258,1545.6,1707.673,1741.882,1090.868,1145.825,692.296,428.818,199.652,116.988,0,0,0,0
scen2225,0,0,0,0,0,0,2.94,36.021,45.655,624.188,819.92,726.727,876.039,1181.92,752.736,875.494,777.541,483.031,191.011,132.952,0,0,0,0
scen2226,0,0,0,0,0,0,0,36.744,49.794,798.377,795.195,991.319,1100.802,1550.426,874.282,892.463,794.518,439.718,181.54,154.92,0,0,0,0
scen2227,0,0,0,0,0,0,0,31.335,127.843,774.406,790.281,532.535,923.533,1136.148,1246.547,1164.853,728.981,455.423,202.701,138.326,0,0,0,0
scen2228,0,0,0,0,0,0,0.199,43.738,0,767.789,1353.431,963.162,979.429,838.515,884.283,874.769,688.255,426.453,160.872,110.727,0,0,0,0
scen2229,0,0,0,0,0,0,0.21,6.628,56.937,824.051,934.835,1187.268,1236.848,847.419,990.658,1108.141,624.211,485.014,169.092,136.242,0,0,0,0
scen2230,0,0,0,0,0,0,0,25.952,82.905,929.427,493.616,1297.488,1179.919,1067.351,1052.275,960.726,722.158,491.024,182.055,125.046,0,0,0,0
scen2231,0,0,0,0,0,0,0,12.367,118.429,754.829,1175.179,1124.194,1092.137,780.201,1002.424,896.847,714.25,405.532,177.906,133.374,0,0,0,0
scen2232,0,0,0,0,0,0,0.181,19.923,207.368,576.733,772.464,1025.196,1351.188,991.411,795.135,961.682,673.054,532.222,195.21,108.462,0,0,0,0
scen2233,0,0,0,0,0,0,0.024,22.891,143.388,671.917,816.601,1085.16,1037.709,1171.956,1209.86,1144.483,799.527,461.477,220.203,148.43,0,0,0,0
scen2234,0,0,0,0,0,0,0,23.716,81.013,865.145,871.875,1395.173,1073.608,1213.166,1328.118,1027.748,774.073,544.411,155.571,122.33,0,0,0,0
scen2235,0,0,0,0,0,0,0,18.066,184.635,649.731,942.647,1198.291,677.479,1482.544,725.243,962.504,686.102,479.478,230.648,116.322,0,0,0,0
scen2236,0,0,0,0,0,0,0.884,13.574,65.703,686.629,627.617,741.14,1318.655,1195.447,1451.034,926.387,912.182,461.866,204.205,132.188,0,0,0,0
scen2237,0,0,0,0,0,0,0.354,31.923,159.457,722.621,800.647,931.9,1183.933,1082.61,1500.21,870.313,738.01,510.732,166.484,126.743,0,0,0,0
scen2238,0,0,0,0,0,0,0.782,2.372,112.561,870.913,522.436,1148.543,1101.928,1340.377,1241.806,1068.527,789.472,416.169,202.003,126.075,0,0,0,0
scen2239,0,0,0,0,0,0,0,26.47,126.674,743.241,1446.839,996.551,1023.799,1069.377,1268.091,861.393,842.774,420.645,189.33,98.464,0,0,0,0
scen2240,0,0,0,0,0,0,0.215,13.878,235.127,480.311,638.402,1005.455,1085.684,857.142,1010.087,1111.111,751.403,477.088,172.71,132.9,0,0,0,0
scen2241,0,0,0,0,0,0,0.392,22.161,168.197,697.453,823.954,671.531,1279.682,1275.869,1330.287,1077.469,655.083,413.93,213.068,136.159,0,0,0,0
scen2242,0,0,0,0,0,0,0.553,11.135,113.592,681.186,963.075,1126.359,1182.299,1113.312,998.822,1078.476,756.757,486.438,190.782,129.481,0,0,0,0
scen2243,0,0,0,0,0,0,0,9.805,143.828,790.905,914.795,1024.446,1249.675,1345.575,1002.185,917.409,816.128,490.114,181.945,134.52,0,0,0,0
scen2244,0,0,0,0,0,0,0,19.789,120.86,811.412,1007.983,709.641,1509.106,1265.499,837.696,1052.54,844.326,429.027,203.217,119.941,0,0,0,0
scen2245,0,0,0,0,0,0,0,25.794,191.626,598.318,1149.005,1294.381,1045.001,1308.932,1129.556,769.831,790.294,464.476,223.679,116.977,0,0,0,0
scen2246,0,0,0,0,0,0,0.729,26.714,73.445,961.358,1005.084,1139,1043.463,1359.661,1028.719,1083.393,695.644,464.651,175.95,97.411,0,0,0,0
scen2247,0,0,0,0,0,0,0,17.247,109.367,641.125,1097.46,1045.274,1296.809,1072.886,1085.118,854.232,725.15,505.703,190.174,123.239,0,0,0,0
scen2248,0,0,0,0,0,0,0.378,34.227,191.712,603.103,798.253,955.002,1134.408,705.53,1152.755,776.158,658.051,501.777,184.971,125.731,0,0,0,0
scen2249,0,0,0,0,0,0,1.5,13.978,121.005,940.472,1299.98,1062.584,1273.662,900.402,1127.947,991.752,753.572,431.786,213.129,146.488,0,0,0,0
scen2250,0,0,0,0,0,0,0,38.339,68.745,682.845,828.973,946.01,1300.264,1163.202,1072.447,1154.815,843.822,460.875,185.011,129.079,0,0,0,0
scen2251,0,0,0,0,0,0,0,20.476,79.177,576.203,538.831,1224.905,1083.478,1112.963,1426.718,948.029,794.005,454.919,192.52,139.79,0,0,0,0
scen2252,0,0,0,0,0,0,0,39.283,139.536,822.733,948.149,1060.565,963.425,1465.328,1088.315,854.69,656.739,474.938,173.362,103.541,0,0,0,0
scen2253,0,0,0,0,0,0,0,10.749,54.041,402.079,999.681,1146.629,1433.386,1379.448,1303.01,981.244,870.951,405.335,176.44,152.946,0,0,0,0
scen2254,0,0,0,0,0,0,0.271,17.045,72.143,493.575,917.417,437.022,694.027,1190.619,998.42,1052.794,778.824,489.142,183.064,113.679,0,0,0,0
scen2255,0,0,0,0,0,0,0.182,33.576,117.373,568.289,1122.082,931.322,1211.676,1255.383,913.499,858.982,718.468,449.448,191.29,117.888,0,0,0,0
scen2256,0,0,0,0,0,0,0,10.073,0,925.156,798.446,1103.405,1541.486,996.534,964.331,885.938,850.039,445.405,185.995,92.091,0,0,0,0
scen2257,0,0,0,0,0,0,0,20.954,83.505,700.719,1133.765,1105.065,1552.155,1289.346,1247.372,773.917,738.904,479.415,158.15,115.067,0,0,0,0
scen2258,0,0,0,0,0,0,0.154,10.918,113.85,662.455,1585.796,996.355,793.547,1200.872,1127.384,1233.588,870.985,435.35,207.141,123.694,0,0,0,0
